Q1,Q1_1_TEXT,Q1_2_TEXT,Q2,Q2_1_TEXT,Q2_2_TEXT,Q3,Q4,Q4_1_TEXT,Q4_2_TEXT,Q4_3_TEXT,Q5
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",United Republic of Tanzania,5419,"No, this policy has an end date but no new policy",,,May,Enter number 1-31 here,18,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Montenegro,BW7,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200617031931/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,Jun,Enter number 1-31 here,8,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Montenegro,BW43,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),,https://web.archive.org/web/20200617031931/https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,Jun,Enter number 1-31 here,16,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Sint Eustatius,EB79,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20201029085357/https://www.statiagovernment.com/key-topics/covid-19/travel-policy,Dec,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Mongolia,9089,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/save/https://www.iatatravelcentre.com/world.php,Dec,Enter number 1-31 here,31,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Indonesia,11248,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/save/https://www.iatatravelcentre.com/world.php,Oct,Enter number 1-31 here,14,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Brunei Darussalam,EB29,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",EB89,http://www.immigration.gov.bn/Borang%20PDF/Entry-Travel-Pass-Application-Guidelines.pdf,Sept,Enter number 1-31 here,21,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Bangladesh,EB84,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",EB94,https://web.archive.org/web/20201224224906/https://www.iatatravelcentre.com/world.php,Dec,Enter number 1-31 here,18,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Cyprus ,EB78,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",EB95,https://web.archive.org/web/20201224224906/https://www.iatatravelcentre.com/world.php,Dec,Enter number 1-31 here,21,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Bahrain,1104,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/save/https://www.evisa.gov.bh/VISA/visaInput?nav=A0S&A0S=a,Sept,Enter number 1-31 here,4,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Dominican Republic,7096,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/save/https://www.garda.com/crisis24/news-alerts/384286/dominican-republic-government-extends-curfew-until-october-17-reduces-hours-update-18,Sept,Enter number 1-31 here,29,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",France,CH37,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",CH47,https://web.archive.org/web/20201226215412/https://www.gouvernement.fr/en/coronavirus-covid-19,Dec,Enter number 1-31 here,20,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",New Caledonia,CH41,"No, this policy has an end date but no new policy",,,Jul,Enter number 1-31 here,31,,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Svalbard and Jan Mayen,MS66,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",EB22, https://en.visitsvalbard.com/visitor-information/visit-svalbard-refrain-from-travelling-covid-19,Jun,Enter number 1-31 here,15,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Bonaire,EB26,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20201111031225/https://www.bonairecrisis.com/en/qas/qas-travellers/,Oct,Enter number 1-31 here,26,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID."," Bonaire, Sint Eustatius and Saba",MG16,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),,https://web.archive.org/web/20201111031225/https://www.bonairecrisis.com/en/qas/qas-travellers/,Oct,Enter number 1-31 here,26,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID."," Bonaire, Sint Eustatius and Saba",EB43,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20201111031225/https://www.bonairecrisis.com/en/qas/qas-travellers/,Oct,Enter number 1-31 here,26,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Christmas Island,NL76,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL77,https://web.archive.org/web/20201128204223/https://www.regional.gov.au/territories/indian_ocean/iot_bulletins/2020/files/cki-entry-quarantine-19-june-2020.pdf,Jun,Enter number 1-31 here,30,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Guadeloupe,NL79,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL80,https://web.archive.org/web/20210107164620/https://www.miamiherald.com/news/nation-world/world/americas/haiti/article241249651.html,Jun,Enter number 1-31 here,8,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Nauru,NL82,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",NL83,https://web.archive.org/web/20210113221053/http://www.naurugov.nr/government-information-office/gio-notices/coronavirus-update-04082020.aspx,Aug,Enter number 1-31 here,4,,,2020
